"Identifier","Personal title","First name","Middle name","Last name","Company","Account number","Tax number","Register number","Country","State","City","Zip","Address","Web","Email (1)","Email (2)","Phone (1)","Phone (2)","Fax","Mobile (1)","Mobile (2)","Note","Day of birth","RemindDay","Status"
"","","Constance","","Woliplau","","","","","","","Markranstädt","04420","Dahlienweg 75c","","utuzu98@gmail.com","","0457/92193","","","","","","","-1",""
"","","Insa","","Biwobamüller","","","","","","","Lychen","17279","Zeppelinstrasse 132","","aleko63@outloock.de","","0883/38186942","","","","","","","-1",""
"","","Katerina","","Zitudu","","","","","","","Waghäusel","68753","Kreuzweg 11","","katerina.zitudu79@yahoo.de","","01447/518186","","","","","","","-1",""
"","","Romy","","Cätigedehein","","","","","","","Kindelbrück","99638","Teichstrasse 261","","eviri64@yahoo.de","","0389/38457593","","","","","","","-1",""
"","","Catharina","","Natavodeson","","","","","","","Löbau","02708","Am Bahnhof 168","","catharina.natavodeson86@gmail.com","","0358/1864761","","","","","","","-1",""
"","","Silvester","","Schröder","","","","","","","Sayda","09619","Sonnenstrasse 207","","adape72@gmx.de","","077942/53323381","","","","","","","-1",""
"","","Theodor","","Marahedemüller","","","","","","","Pirmasens","66953","Am Berg 176","","ewifu70@test.de","","072593/1778982","","","","","","","-1",""
"","","Hedy","","Hartmann","","","","","","","Linz am Rhein","53545","Oststrasse 274","","otamu88@surfnet.de","","09292/5876517","","","","","","","-1",""
"","","Tilmann","","Dädedameiner","","","","","","","Leun","35638","Am Friedhof 293","","aleko75@surfnet.de","","0479/517629","","","","","","","-1",""
"","","Georgine","","Hoffmann","","","","","","","Brunsbüttel","25541","Birkenweg 264","","otiza76@gmx.de","","0342/936441","","","","","","","-1",""
"","","Vitus","","Cätofu","","","","","","","Erding","85435","Neuer Weg 61","","etami71@surfnet.de","","06289/4774217","","","","","","","-1",""
"","","Ulrike","","Zawefoweiner","","","","","","","Diez","65582","Kreuzweg 277","","osutu89@yahoo.de","","0419/16643523","","","","","","","-1",""
"","","Hansjörg","","Jadolodeson","","","","","","","Leinefelde-Worbis","37327","Bahnhofstrasse 170","","atazo57@test.de","","04285/675196423","","","","","","","-1",""
"","","Adem","","Nivufimeiner","","","","","","","Rottweil","78628","Friedhofsweg 124","","ivero97@email.com","","05447/7448564","","","","","","","-1",""
"","","Luigi","","Gütabi","","","","","","","Barmstedt","25355","Industriestrasse 279","","etuzo99@outloock.de","","05979/6542637","","","","","","","-1",""
"","","Hanni","","Meyer","","","","","","","Bad Münstereifel","53902","Kapellenstrasse 133","","hanni.meyer61@gmail.com","","0596111/775992567","","","","","","","-1",""
"","","Kriemhild","","Hofmann","","","","","","","Gronau (Leine)","31028","Blumenstrasse 11","","uveru67@outloock.de","","0793372/575634","","","","","","","-1",""
"","","Matthias","","Bidufledeson","","","","","","","Oederan","09569","Akazienweg 181","","matthias.bidufledeson86@outloock.de","","0249259/9577485","","","","","","","-1",""
"","","Annita","","Pidaflede","","","","","","","Bad Salzdetfurth","31162","Waldweg 249","","otozi79@outloock.de","","0164161/4946716","","","","","","","-1",""
"","","Pedro","","Neumann","","","","","","","Zossen","15806","Haydnstrasse 247","","pedro.neumann86@surfnet.de","","0354/63985851","","","","","","","-1",""
"","","Freddy","","Hofmann","","","","","","","Horn-Bad Meinberg","32805","Schulstrasse 77","","freddy.hofmann70@outloock.de","","0561/81816194","","","","","","","-1",""
"","","Hans-Hermann","","Bitihedemüller","","","","","","","Gersthofen","86368","Schwarzer Weg 252","","itaza88@gmail.com","","092946/56554371","","","","","","","-1",""
"","","Eitel","","Kosalateweiner","","","","","","","Kranichfeld","99448","Akazienweg 290","","awife80@yahoo.de","","0794/272371535","","","","","","","-1",""
"","","Anna-Marie","","Mayer","","","","","","","Bad Salzungen","36433","Lilienweg 108","","awifa92@gmail.com","","0476326/948261884","","","","","","","-1",""
"","","Erdmute","","Jitasedeson","","","","","","","Hallenberg","59969","Daimlerstrasse 95","","erdmute.jitasedeson86@email.com","","07345/344274556","","","","","","","-1",""
"","","Ehrentraud","","Braun","","","","","","","Lübtheen","19249","Danziger Strasse 24","","ehrentraud.braun87@gmail.com","","07633/2482545","","","","","","","-1",""
"","","Viola","","Schmidt","","","","","","","Wittenberg, Lutherstadt","06886","Bachstrasse 181","","itime77@gmail.com","","0839/1872627","","","","","","","-1",""
"","","Juri","","Ruriplau","","","","","","","Iphofen","97346","Friedhofsweg 264","","juri.ruriplau86@yahoo.de","","026433/535457","","","","","","","-1",""
"","","Heinz-Josef","","Wädulodemüller","","","","","","","Göttingen","37083","Ahornstrasse 74","","heinz-josef.waedulodemueller87@gmail.de","","0771/656733","","","","","","","-1",""
"","","Britt","","Zasusedeson","","","","","","","Beckum","59269","Am Sportplatz 53","","utuzo94@surfnet.de","","059392/26269273","","","","","","","-1",""
"","","Birgitt","","Serowedestein","","","","","","","Alpirsbach","72275","Kirchweg 166","","birgitt.serowedestein63@yahoo.de","","0955593/3426489","","","","","","","-1",""
"","","Gaetano","","Midifohein","","","","","","","Dessau-Roßlau","06844","Industriestrasse 140","","gaetano.midifohein99@gmx.de","","038274/867585868","","","","","","","-1",""
"","","Aysel","","Schröder","","","","","","","Rüthen","59602","Rosenstrasse 136a","","overe87@yahoo.de","","019295/13666159","","","","","","","-1",""
"","","Veronica","","Schmidt","","","","","","","Tribsees","18465","Gartenweg 206","","etama85@outloock.de","","073576/379737423","","","","","","","-1",""
"","","Sofie","","Schäfer","","","","","","","Haldensleben","39340","Am Berg 158","","adepu88@gmail.com","","0267783/3926994","","","","","","","-1",""
"","","Walentina","","Jarisadestein","","","","","","","Bad Blankenburg","07422","Asternweg 225","","atima56@gmail.de","","05429/22381","","","","","","","-1",""
"","","Pawel","","Schäfer","","","","","","","Bühl","77815","Wiesenstrasse 25","","otaze98@outloock.de","","0146/6984238","","","","","","","-1",""
"","","Dorina","","Hartmann","","","","","","","Doberlug-Kirchhain","03253","Schubertstrasse 256","","odipi56@test.de","","037924/623916","","","","","","","-1",""
"","","Peer","","Neumann","","","","","","","Altensteig","72213","Kirchenweg 162","","edopo72@gmail.com","","089599/43531883","","","","","","","-1",""
"","","Marica","","Cawefu","","","","","","","Kaarst","41564","Lindenallee 236","","urela60@yahoo.de","","06929/594159435","","","","","","","-1",""
"","","Romana","","Bitulau","","","","","","","Freinsheim","67251","Kirchplatz 152","","romana.bitulau54@t-online.de","","0379699/6548515","","","","","","","-1",""
"","","Gerfried","","Mayer","","","","","","","Hanau","63450","Bergstrasse 14","","gerfried.mayer91@surfnet.de","","07889/92916566","","","","","","","-1",""
"","","Kamil","","Schmitz","","","","","","","Lüdenscheid","58507","Eschenweg 156","","eralo95@yahoo.de","","045152/66418897","","","","","","","-1",""
"","","Francoise","","Pörivareweiner","","","","","","","Bernau bei Berlin","16321","Grüner Weg 65","","otoma84@test.de","","0646293/5392376","","","","","","","-1",""
"","","Domenico","","Vilagrade","","","","","","","Leutenberg","07338","Heideweg 54","","domenico.vilagrade94@gmail.de","","0146/4995784","","","","","","","-1",""
"","","Hilda","","Schmid","","","","","","","Hörstel","48477","Albert-Schweitzer-Strasse 2","","edapo80@yahoo.de","","02854/429147","","","","","","","-1",""
"","","Hellmut","","Fawiwede","","","","","","","Vöhringen","89269","Römerstrasse 19","","hellmut.fawiwede97@surfnet.de","","048976/791991","","","","","","","-1",""
"","","Raymond","","Hartmann","","","","","","","Willebadessen","34439","Mühlenstrasse 175","","uwife59@surfnet.de","","0237/15189","","","","","","","-1",""
"","","Ingried","","Kudilatemüller","","","","","","","Bad Laasphe","57334","Industriestrasse 148a","","ileke86@surfnet.de","","0793988/927748351","","","","","","","-1",""
"","","Armin","","Krause","","","","","","","Hünfeld, Konrad-Zuse-Stadt","36088","Mühlenweg 9c","","uvoro65@yahoo.de","","0191641/851857981","","","","","","","-1",""
"","","Meinrad","","Mowefledehein","","","","","","","Hennef (Sieg)","53773","Marktplatz 219","","edupa80@yahoo.de","","07841/73823682","","","","","","","-1",""
"","","Marietta","","Hödulatemüller","","","","","","","Bebra","36179","Markt 221b","","otozu86@t-online.de","","0495/911413293","","","","","","","-1",""
"","","Wiebke","","Züsovare","","","","","","","Kandel","76870","Meisenweg 38","","wiebke.zuesovare58@outloock.de","","059275/33687985","","","","","","","-1",""
"","","José","","Wolf","","","","","","","Bad Mergentheim","97980","Max-Planck-Strasse 32","","itaza75@gmx.de","","0583485/943221","","","","","","","-1",""
"","","Karolin","","Zedigrodestein","","","","","","","Garz/Rügen","18574","Dahlienweg 165","","eleki68@outloock.de","","0289/4273129","","","","","","","-1",""
"","","Filiz","","Suridason","","","","","","","Aurich","26603","Lindenweg 235","","filiz.suridason90@gmx.de","","09634/8956672","","","","","","","-1",""
"","","Olga","","Schäfer","","","","","","","Bad Königshofen i.Grabfeld","97631","Amselweg 261a","","olga.schaefer67@test.de","","09784/64281871","","","","","","","-1",""
"","","Ottomar","","Mötodo","","","","","","","Balingen","72336","Marienstrasse 163","","iwofe64@t-online.de","","0379763/53791","","","","","","","-1",""
"","","Benjamin","","Schmitt","","","","","","","Dreieich","63303","Industriestrasse 115a","","benjamin.schmitt54@email.com","","089916/6365116","","","","","","","-1",""
"","","Carolina","","Schulz","","","","","","","Lingen (Ems)","49808","Kirchplatz 217","","aliki95@email.com","","0821/198466","","","","","","","-1",""
"","","Gerhart","","Koch","","","","","","","Finsterwalde","03238","Buchenweg 59a","","gerhart.koch76@t-online.de","","0492841/92954486","","","","","","","-1",""
"","","Daria","","Lalugatemüller","","","","","","","Otterberg","67697","Friedenstrasse 175","","awefu88@gmail.de","","0814/52953124","","","","","","","-1",""
"","","Hans-Uwe","","Sitavare","","","","","","","Tribsees","18465","Parkstrasse 92","","uwofa59@outloock.de","","04371/215417122","","","","","","","-1",""
"","","Erik","","Dewulodeweiner","","","","","","","Ahrensburg","22926","Rotdornweg 223","","erik.dewulodeweiner68@yahoo.de","","04849/24838987","","","","","","","-1",""
"","","Christos","","Ziwebodohein","","","","","","","Kröpelin","18236","Starenweg 243","","otizi81@test.de","","07447/784179182","","","","","","","-1",""
"","","Antonios","","Köhler","","","","","","","Röbel/Müritz","17207","Im Winkel 67","","antonios.koehler54@yahoo.de","","02211/6861333","","","","","","","-1",""
"","","Alicia","","Vatawattemeiner","","","","","","","Wolfhagen","34466","Alte Dorfstrasse 52","","owefe65@t-online.de","","0668954/766335","","","","","","","-1",""
"","","Senol","","Lulovadestein","","","","","","","Ahlen","59227","Heideweg 197","","atazi65@email.com","","051971/1291882","","","","","","","-1",""
"","","Ilja","","Dusalateson","","","","","","","Vöhrenbach","78147","Meisenweg 263","","ilja.dusalateson66@gmail.de","","0727375/224992","","","","","","","-1",""
"","","Hella","","Zuwagateson","","","","","","","Pausa-Mühltroff","07952","Robert-Bosch-Strasse 242","","etezu88@t-online.de","","042958/732495","","","","","","","-1",""
"","","Romy","","Duruwede","","","","","","","Ilmenau","98693","Industriestrasse 98","","iruli87@surfnet.de","","06815/815253","","","","","","","-1",""
"","","Marija","","Zäwoflodeweiner","","","","","","","Burgstädt","09217","Bachstrasse 86","","marija.zaewoflodeweiner98@email.com","","0874/24428","","","","","","","-1",""
"","","Ilonka","","Meier","","","","","","","Pfaffenhofen a.d.Ilm","85276","Wilhelmstrasse 180","","adapi69@gmx.de","","06996/63615898","","","","","","","-1",""
"","","Romana","","Schwarz","","","","","","","Könnern","06420","Waldweg 37","","idopo77@test.de","","07992/8258541","","","","","","","-1",""
"","","Antonios","","Lutivodemüller","","","","","","","Schönsee","92539","Marktstrasse 262","","owufa94@surfnet.de","","0891361/8984127","","","","","","","-1",""
"","","Eileen","","Wutidomüller","","","","","","","Münzenberg","35516","Birkenstrasse 106","","odupu68@yahoo.de","","0172762/2361894","","","","","","","-1",""
"","","Gislinde","","Fotowade","","","","","","","Eckartsberga","06648","Kirchweg 84c","","etemu61@email.com","","094981/13996776","","","","","","","-1",""
"","","Cindy","","Jödematt","","","","","","","Hürth","50354","Robert-Bosch-Strasse 44","","cindy.joedematt79@surfnet.de","","0875/7281184","","","","","","","-1",""
"","","Martine","","Radufo","","","","","","","Holzminden","37603","Birkenstrasse 55","","martine.radufo74@gmail.com","","099186/629369838","","","","","","","-1",""
"","","Trudi","","Walter","","","","","","","Niedenstein","34305","Wiesengrund 178","","ewofi97@test.de","","0824265/58434424","","","","","","","-1",""
"","","Polina","","Casewatteson","","","","","","","Forchheim","91301","Albert-Schweitzer-Strasse 8","","itemo83@test.de","","01441/449841","","","","","","","-1",""
"","","Gundolf","","Schmid","","","","","","","Sayda","09619","Kiefernweg 219a","","gundolf.schmid89@email.com","","0737568/8166518","","","","","","","-1",""
"","","Miodrag","","Cälibehein","","","","","","","Halle (Westf.)","33790","Neuer Weg 63","","miodrag.caelibehein87@gmail.de","","058855/846137","","","","","","","-1",""
"","","Hans-Albert","","Jetefi","","","","","","","Östringen","76684","Waldstrasse 246","","atima68@surfnet.de","","0625/887781276","","","","","","","-1",""
"","","Ottokar","","Zotadimüller","","","","","","","Erkner","15537","Friedhofsweg 1","","asota92@yahoo.de","","038233/62337","","","","","","","-1",""
"","","Resi","","Säwischattmüller","","","","","","","Rudolstadt","07407","Frankenstrasse 152","","otizi71@yahoo.de","","012193/9619171","","","","","","","-1",""
"","","Falk","","Schwarz","","","","","","","Simbach a.Inn","84359","Sandweg 128","","itime79@gmail.com","","0738994/287282","","","","","","","-1",""
"","","Krista","","Nivuvodemüller","","","","","","","Bad Rodach","96476","Lessingstrasse 119","","orolu69@email.com","","0228/763941","","","","","","","-1",""
"","","Michael","","Gadulateson","","","","","","","Windsbach","91575","Daimlerstrasse 86","","michael.gadulateson71@outloock.de","","0983/61435988","","","","","","","-1",""
"","","Marion","","Howibedeweiner","","","","","","","Garz/Rügen","18574","Ulmenweg 11","","ewufe55@email.com","","01299/7199314","","","","","","","-1",""
"","","Vito","","Becker","","","","","","","Schönwald","95173","Schillerstrasse 9c","","otozo99@surfnet.de","","0517242/71349","","","","","","","-1",""
"","","Therese","","Richter","","","","","","","Bremerhaven","27576","Am Berg 206","","ewefo81@outloock.de","","0252328/29336898","","","","","","","-1",""
"","","Felix","","Bauer","","","","","","","Speyer","67346","Erlenstrasse 12","","ewefe69@gmx.de","","09846/14593841","","","","","","","-1",""
"","","Mohammad","","Sirugaumeiner","","","","","","","Joachimsthal","16247","Mozartstrasse 2","","mohammad.sirugaumeiner55@yahoo.de","","0153/72322","","","","","","","-1",""
"","","Kasimir","","Gudolau","","","","","","","Oberhof","98559","Sonnenstrasse 73","","kasimir.gudolau96@yahoo.de","","0412271/4657172","","","","","","","-1",""
"","","Gundolf","","Vätodo","","","","","","","Herten","45699","Grüner Weg 175","","gundolf.vaetodo79@gmx.de","","0454979/243816","","","","","","","-1",""
"","","Hellmuth","","Fovifledemeiner","","","","","","","Lorch","65391","Kiefernweg 46c","","asito78@gmail.de","","08828/78869","","","","","","","-1",""
"","","Georgios","","Gudebedestein","","","","","","","Lichtenau","77839","Lerchenstrasse 249","","georgios.gudebedestein63@gmx.de","","03981/52311","","","","","","","-1",""
"","","Bekir","","Merufoweiner","","","","","","","Sonthofen","87527","Im Wiesengrund 263c","","bekir.merufoweiner80@surfnet.de","","0717/41817813","","","","","","","-1",""
"","","Heide-Marie","","Zimmermann","","","","","","","Havelberg","39539","Starenweg 33","","avere90@surfnet.de","","034919/936824373","","","","","","","-1",""
"","","Reza","","Vasahedemeiner","","","","","","","Walldorf","69190","Lärchenweg 241","","reza.vasahedemeiner73@yahoo.de","","05125/583839","","","","","","","-1",""
"","","Sylvester","","Casiferehein","","","","","","","Esens","26427","Nelkenweg 84","","evira72@test.de","","0265167/916458","","","","","","","-1",""
"","","Traude","","Vädisadehein","","","","","","","Weißenstadt","95163","Siedlung 67b","","adepa84@t-online.de","","0399571/5461998","","","","","","","-1",""
"","","Ljiljana","","Lehmann","","","","","","","Waldenbuch","71111","Karlstrasse 170b","","edopo99@gmail.de","","04899/265651","","","","","","","-1",""
"","","Jakob","","Käredi","","","","","","","Wiehe","06571","Sonnenweg 168","","iseta59@yahoo.de","","09986/592461","","","","","","","-1",""
"","","Stefano","","Braun","","","","","","","Wipperfürth","51688","Zeppelinstrasse 142","","edopa95@outloock.de","","055498/46972544","","","","","","","-1",""
"","","Hans-Ludwig","","Busavoremeiner","","","","","","","Zirndorf","90513","Lindenweg 47","","uleko91@gmail.com","","0275882/581455583","","","","","","","-1",""
"","","Irmengard","","Catefu","","","","","","","Hechingen","72379","Bergweg 93","","irmengard.catefu70@yahoo.de","","0827889/68846825","","","","","","","-1",""
"","","Kilian","","Judivoremüller","","","","","","","Kempten (Allgäu)","87435","Rosenstrasse 249c","","utuze76@gmx.de","","0943838/15413","","","","","","","-1",""
"","","Semra","","Morebedeson","","","","","","","Burg Stargard","17094","Neue Strasse 15","","esatu67@t-online.de","","076785/482116738","","","","","","","-1",""
"","","Rouven","","Motufarestein","","","","","","","St. Blasien","79837","Wilhelmstrasse 73","","rouven.motufarestein69@gmail.com","","044857/62614","","","","","","","-1",""
"","","Dorothee","","Schmitz","","","","","","","Mengen","88512","Oststrasse 251","","dorothee.schmitz69@surfnet.de","","0256851/669632","","","","","","","-1",""
"","","Bekir","","Sovifi","","","","","","","Memmingen","87700","Marktstrasse 291","","ataze68@t-online.de","","0962124/41155","","","","","","","-1",""
"","","Marian","","Bauer","","","","","","","Heringen/Helme","99765","Sudetenstrasse 209","","urala83@gmx.de","","01292/756965668","","","","","","","-1",""
"","","Mareile","","Solado","","","","","","","Sulzburg","79295","Lerchenstrasse 251","","atumi59@outloock.de","","0152155/514154","","","","","","","-1",""
"","","Arndt","","Leruwedehein","","","","","","","Lübbecke","32312","Dorfstrasse 244","","arndt.leruwedehein56@email.com","","0973563/193423158","","","","","","","-1",""
"","","Ludmila","","Wodogau","","","","","","","Hatzfeld (Eder)","35116","Ulmenweg 4","","ivira61@gmail.de","","0888/7995276","","","","","","","-1",""
"","","Massimo","","Lehmann","","","","","","","Harsewinkel","33428","Danziger Strasse 166","","iveri82@gmail.de","","0517729/888793","","","","","","","-1",""
"","","Gunhild","","Pitohedemüller","","","","","","","Brand-Erbisdorf","09618","Schillerstrasse 22","","gunhild.pitohedemueller68@t-online.de","","048382/331235","","","","","","","-1",""
"","","Ines","","Braun","","","","","","","Schwedt/Oder","16303","Daimlerstrasse 111","","ines.braun60@gmx.de","","0653/81718","","","","","","","-1",""
"","","Natalja","","Krause","","","","","","","Salzkotten","33154","Stettiner Strasse 156","","natalja.krause86@t-online.de","","056691/218916968","","","","","","","-1",""
"","","Paula","","Schröder","","","","","","","Ummerstadt","98663","Kirchstrasse 267","","atama86@yahoo.de","","03826/9794849","","","","","","","-1",""
"","","Stanislaw","","Weber","","","","","","","Melsungen","34212","Forststrasse 240","","ewifa89@gmail.com","","0366513/146892718","","","","","","","-1",""
"","","Milka","","Lusivode","","","","","","","Waldkappel","37284","Teichstrasse 7","","milka.lusivode80@gmail.de","","0412519/67264492","","","","","","","-1",""
"","","Eugenie","","Jalobedestein","","","","","","","Hemmingen","30966","Ulmenweg 297","","odupe94@gmail.com","","0675594/723215","","","","","","","-1",""
"","","Maria-Luise","","Rulibe","","","","","","","Nienburg (Saale)","06429","Klosterstrasse 255","","avari64@gmail.de","","041682/67369","","","","","","","-1",""
"","","Rotraut","","Zaradison","","","","","","","Pulheim","50259","Fichtenstrasse 73","","asuto95@gmail.de","","032154/64662944","","","","","","","-1",""
"","","Karl-Dieter","","Bauer","","","","","","","Heimbach","52396","Ringstrasse 142","","uwufe85@yahoo.de","","07273/244962","","","","","","","-1",""
"","","Sigismund","","Bädagrademeiner","","","","","","","Geisenheim","65366","Blumenstrasse 299","","sigismund.baedagrademeiner76@gmx.de","","068413/82145364","","","","","","","-1",""
"","","Aldo","","Schmid","","","","","","","Bad Wildungen","34537","Friedensstrasse 8","","usita77@email.com","","01894/281723867","","","","","","","-1",""
"","","Irina","","Fasiwedestein","","","","","","","Fulda","36037","Tulpenweg 201","","utumo74@outloock.de","","0276/4397214","","","","","","","-1",""
"","","Woldemar","","Zimmermann","","","","","","","Barby","39249","Albert-Schweitzer-Strasse 149","","woldemar.zimmermann61@t-online.de","","0141619/5588437","","","","","","","-1",""
"","","Jaqueline","","Mutagradeweiner","","","","","","","Großschirma","09603","Meisenweg 113","","jaqueline.mutagradeweiner84@gmx.de","","0122/6965719","","","","","","","-1",""
"","","Oxana","","Schäfer","","","","","","","Wittingen","29378","Friedrich-Ebert-Strasse 140","","oxana.schaefer85@yahoo.de","","08869/45838","","","","","","","-1",""
"","","Fridolin","","Gidedi","","","","","","","Schillingsfürst","91583","Birkenweg 285","","fridolin.gidedi74@t-online.de","","032891/417611139","","","","","","","-1",""
"","","Hans-Gerhard","","Fischer","","","","","","","Vilseck","92249","Kapellenstrasse 34","","awofu97@surfnet.de","","0168/627455","","","","","","","-1",""
"","","Liselotte","","Kütusegeweiner","","","","","","","Neresheim","73450","Lerchenstrasse 185","","orolu89@outloock.de","","0784/43621774","","","","","","","-1",""
"","","Suse","","Wivomaumeiner","","","","","","","Reinheim","64354","Forstweg 24","","atozi71@gmx.de","","0455/29926","","","","","","","-1",""
"","","Hans-Gerhard","","Firusade","","","","","","","Diez","65582","Buchenstrasse 73","","etuzo91@gmx.de","","03232/3961922","","","","","","","-1",""
"","","Severin","","Lawivodemüller","","","","","","","Heringen (Werra)","36266","Falkenweg 103","","severin.lawivodemueller59@email.com","","0446/3539541","","","","","","","-1",""
"","","Gisela","","Wävischattweiner","","","","","","","Hemmingen","30966","Grüner Weg 280","","orela59@email.com","","0484/71171575","","","","","","","-1",""
"","","Gunter","","Bovuwade","","","","","","","Gommern","39245","Mörikestrasse 87","","uvora90@outloock.de","","073858/92512","","","","","","","-1",""
"","","Hubertine","","Pävevoreson","","","","","","","Perleberg","19348","Ginsterweg 196","","iloku72@gmx.de","","087366/544942291","","","","","","","-1",""
"","","Mark","","Köhler","","","","","","","Penkun","17328","Frühlingstrasse 300","","uveru67@gmail.com","","0246/31283","","","","","","","-1",""
"","","Urban","","Hasehedehein","","","","","","","Hilden","40721","Poststrasse 255","","atama87@gmail.com","","01782/49293","","","","","","","-1",""
"","","Claudia","","Koch","","","","","","","Beilstein","71717","Goethestrasse 189c","","claudia.koch96@surfnet.de","","0697/331569615","","","","","","","-1",""
"","","Karsten","","Dewidu","","","","","","","Hameln","31785","Uhlandstrasse 48","","karsten.dewidu56@test.de","","08671/458139439","","","","","","","-1",""
"","","Hans","","Duvalaustein","","","","","","","Blaubeuren","89143","Max-Planck-Strasse 27","","hans.duvalaustein72@surfnet.de","","0822/94872652","","","","","","","-1",""
"","","Herrmann","","Hitubodomeiner","","","","","","","Kehl","77694","Rotdornweg 60","","iseti86@outloock.de","","029218/421988272","","","","","","","-1",""
"","","Ira","","Müller","","","","","","","Versmold","33775","Robert-Koch-Strasse 144","","uvure61@gmx.de","","0287225/12415782","","","","","","","-1",""
"","","Albrecht","","Schmitz","","","","","","","Wilthen","02681","Schubertstrasse 172","","otuzi97@yahoo.de","","051798/94866","","","","","","","-1",""
"","","Patric","","Schmid","","","","","","","Arnstein","97450","Haydnstrasse 74","","patric.schmid80@outloock.de","","02199/43238822","","","","","","","-1",""
"","","Rosina","","Vutigrade","","","","","","","Widdern","74259","Finkenweg 276","","orela60@test.de","","064591/6166897","","","","","","","-1",""
"","","Alice","","Gotemodeweiner","","","","","","","Eggenfelden","84307","Steinweg 1","","esitu76@test.de","","07666/5545867","","","","","","","-1",""
"","","Mina","","Besasede","","","","","","","Hausach","77756","Lindenweg 50","","otemo79@yahoo.de","","0828375/15158714","","","","","","","-1",""
"","","Desiree","","Schneider","","","","","","","Waldeck","34513","Jägerstrasse 183","","erule80@t-online.de","","0232648/16447","","","","","","","-1",""
"","","Gottlob","","Wotofi","","","","","","","Heilsbronn","91560","Brunnenweg 83","","gottlob.wotofi82@t-online.de","","085432/762715248","","","","","","","-1",""
"","","Tomasz","","Närusede","","","","","","","Kremmen","16766","Nelkenweg 184","","atazi84@test.de","","092476/535261257","","","","","","","-1",""
"","","Ortrud","","Kutusadeweiner","","","","","","","Coesfeld","48653","Kreuzstrasse 94","","ortrud.kutusadeweiner67@outloock.de","","03533/666721313","","","","","","","-1",""
"","","Bertold","","Cutugradeweiner","","","","","","","Güsten","39439","Brunnenweg 166","","bertold.cutugradeweiner56@test.de","","0214/46964395","","","","","","","-1",""
"","","Oxana","","Vüwosedeson","","","","","","","Leinefelde-Worbis","37327","Friedenstrasse 55","","overo95@test.de","","0768423/674151","","","","","","","-1",""
"","","Gisbert","","Niluvode","","","","","","","Tribsees","18465","Fasanenweg 187a","","asata93@outloock.de","","05762/77813963","","","","","","","-1",""
"","","Jurij","","Warasegehein","","","","","","","Freudenberg","97896","Leipziger Strasse 263","","odepo68@email.com","","095242/824514513","","","","","","","-1",""
"","","Marek","","Rusevodemeiner","","","","","","","Raguhn-Jeßnitz","06779","Klosterstrasse 8","","uwofu58@gmail.de","","0141624/287847637","","","","","","","-1",""
"","","Kirsten","","Josogauweiner","","","","","","","Schopfheim","79650","Buchenweg 80c","","orula98@gmail.com","","0585351/938499","","","","","","","-1",""
"","","Roberto","","Zutoplaumüller","","","","","","","Neunkirchen","66538","Grüner Weg 55","","roberto.zutoplaumueller86@yahoo.de","","08231/3727185","","","","","","","-1",""
"","","Alfonso","","Schmitz","","","","","","","Boxberg","97944","Drosselweg 295","","alika64@gmx.de","","0125777/179357572","","","","","","","-1",""
"","","Fredi","","Tusaduson","","","","","","","Vilseck","92249","Starenweg 204","","oroli83@gmx.de","","0894672/86541427","","","","","","","-1",""
"","","Herlinde","","Virogrode","","","","","","","Warburg","34414","Talstrasse 210","","eloke94@t-online.de","","0999/871542","","","","","","","-1",""
"","","Adem","","Kaiser","","","","","","","Heusenstamm","63150","Frankenstrasse 76","","asote72@yahoo.de","","08697/73759364","","","","","","","-1",""
"","","Hilda","","Setube","","","","","","","Neunkirchen","66538","Asternweg 104","","hilda.setube71@gmail.com","","0446921/52227432","","","","","","","-1",""
"","","Frida","","Lange","","","","","","","Lauta","02991","Breslauer Strasse 107","","frida.lange62@gmail.de","","06611/56451","","","","","","","-1",""
"","","Zenon","","Disowadeweiner","","","","","","","Erkelenz","41812","Bergweg 50c","","zenon.disowadeweiner88@t-online.de","","063678/88653","","","","","","","-1",""
"","","Hans-Adolf","","Gesibestein","","","","","","","Senftenberg","01968","Kolpingstrasse 66","","orile72@email.com","","06529/892633951","","","","","","","-1",""
"","","Christiane","","Mudasadeson","","","","","","","Rochlitz","09306","Bergweg 217","","utuza87@email.com","","08232/282995944","","","","","","","-1",""
"","","Karla","","König","","","","","","","Korntal-Münchingen","70825","Lange Strasse 142","","karla.koenig99@yahoo.de","","0695/47927","","","","","","","-1",""
"","","Berta","","Braun","","","","","","","Waibstadt","74915","Blumenweg 231","","eloke66@gmx.de","","08551/86459","","","","","","","-1",""
"","","Olena","","Klein","","","","","","","Prichsenstadt","97357","Mühlenstrasse 261c","","iwafa87@outloock.de","","037943/217813","","","","","","","-1",""
"","","Michail","","Nowugrade","","","","","","","Potsdam","14461","Eichenweg 227","","michail.nowugrade69@t-online.de","","0179/423924874","","","","","","","-1",""
"","","Maria","","Husisede","","","","","","","Sulz am Neckar","72172","Weiherstrasse 245","","maria.husisede91@test.de","","058431/95899564","","","","","","","-1",""
"","","Augustin","","Mayer","","","","","","","Worms","67547","Pfarrgasse 258","","asate59@email.com","","032492/67213325","","","","","","","-1",""
"","","Antonina","","Cetasadeson","","","","","","","Obertshausen","63179","Im Wiesengrund 212a","","antonina.cetasadeson54@outloock.de","","0272841/363527","","","","","","","-1",""
